First Name,Last Name,Description,IsContribution,Amount,Date Contribution,Contribution/Expenditure On Behalf Of,Name of Candidate/Public Official/Ballot Issue,Expenditure Purpose,Beneficiary,Filing Period,Date Added
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Natalie Figueroa,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:22
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Joy Garratt,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:21
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,Joy Garratt,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:20
Dan ,Weaks,Political Contribution,2,250,10/20/2020,Dan Weaks Consulting,Georgene Louis,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:19
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM hospital Association,Christine Trujillo,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:18
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Elizabeth Thompson,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:17
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,Elizabeth Thompson,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:17
Dan ,Weaks,Political Contribution,2,500,10/20/2020,Dan Weaks Consulting,Sheryl Williams-Stapleton,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:15
Dan ,Weaks,Political Contribution,2,300,10/20/2020,Dan Weaks Consulting,Gail Chasey,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:12
Dan ,Weaks,Candidate,2,1000,10/20/2020,NM Hospital Association,Deborah Armstrong,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:11
Dan ,Weaks,Political Contribution,2,500,10/20/2020,Dan Weaks Consulting,Deborah Armstron ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:11
Dan ,Weaks,Political Contribution,2,500,10/20/2020,NM Hospital Association,Antonio Maestas,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:10
Dan ,Weaks,Political Contribution,2,500,10/20/2020,NM Hospital Association,Dayan Hochman-Vigil,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:09
Dan ,Weaks,Political Contribution,2,500,10/20/2020,Dan Weaks Consulting,Javier Martinez,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:08
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,Andres Romero,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:06
Dan ,Weaks,Political Contribution,2,1500,10/20/2020,NM Hospital Association,Patty Lundstrom,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:06
Dan ,Weaks,Political Contribution,2,1000,10/20/2020,Dan Weaks Consulting,Patty Lundstrom,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:05
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,Alanzo Baldonado,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:04
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,Kelly Fajardo,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:02
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Kelly K. Fajardo,NULL,NULL,2021 January Lobbyist Report,1/15/2021 18:00
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Elisio Alcon ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:59
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,Elisio Alcon,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:58
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,D. Wonda Johnson,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:57
Dan ,Weaks,Political Contribution,2,200,10/20/2020,Dan Weaks Consulting,D. Wonda Johnson,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:56
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Anthony Allison,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:54
Susan,Loubet,Candidate,2,100,8/26/2020,Susan Loubet,Marian Matthews,NULL,NULL,2020 October Lobbyist Report,1/15/2021 17:54
Dan ,Weaks,Political Contribution,2,300,10/20/2020,NM Hospital Association,James Strickler,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:53
Dan ,Weaks,Political Contribution,2,200,10/20/2020,DAN WEAKS Consulting,James Strickler,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:52
Dan ,Weaks,Political Contribution,2,250,10/20/2020,NM Hospital Association,Rod Montoya,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:50
Jason,Thompson,Political Contribution,2,350,10/29/2020,Jason Thompson Government Affairs Inc. ,Committee to Elect Jason Harper ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 17:03
Jason,Weaks,Candidate,2,1000,11/20/2019,Jason Weaks for Affirm,Mark Moores,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:51
Jason,Weaks,Candidate,2,1000,11/20/2019,Jason Weaks for Affirm,Patricia Lundstrom,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:50
Jason,Weaks,Political Contribution,2,1000,11/20/2019,Jason Weaks for Affirm,NM Senate Democrats,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:50
Jason,Weaks,Political Contribution,2,1000,11/20/2019,Jason Weaks for Affirm,Egolf Speaker's Fund,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:50
Jason,Weaks,Candidate,2,1000,10/28/2020,"Jason Weaks for Kasdan Lippsmith Weber Turner, LLP",Joseph Cervantes,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:47
Jason,Weaks,Political Contribution,2,1000,10/28/2020,"Jason Weaks for Kasdan Lippsmith Weber Turner, LLP",Egolf Speaker's Fund,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:47
Jason,Weaks,Political Contribution,2,1000,10/28/2020,"Jason Weaks for Kasdan Lippsmith Weber Turner, LLP",NM Senate Democrats,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:46
Jason,Weaks,Candidate,2,750,11/17/2020,Jason Weaks for Optum,Javier Martinez,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:41
Jason,Weaks,Candidate,2,500,11/17/2020,Jason Weaks for Optum,Antonio Maestas ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:41
Jason,Weaks,Candidate,2,500,11/17/2020,Jason Weaks for Optum,Candie Sweetser,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:41
Jason,Weaks,Candidate,2,500,11/17/2020,Jason Weaks for Optum,Dayan Hochman-Vigil,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:40
Jason,Weaks,Candidate,2,500,11/17/2020,Jason Weaks for Optum,Meredith Dixon,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:40
Jason,Weaks,Candidate,2,750,11/17/2020,Jason Weaks for Optum,Patricia Lundstrom,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:39
Jason,Weaks,Candidate,2,500,11/17/2020,Jason Weaks for Optum,Rebecca Dow,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:39
Jason,Weaks,Candidate,2,500,11/17/2020,Jason Weaks for Optum,Jason Harper,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:39
Jason,Weaks,Political Contribution,2,1000,11/17/2020,Jason Weaks for Optum,Egolf Speaker's Fund,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:38
Jason,Weaks,Candidate,2,700,11/17/2020,Jason Weaks for Optum,Michael Padilla,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:38
Jason,Weaks,Candidate,2,800,11/17/2020,Jason Weaks for Optum,Daniel Ivey-Soto,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:37
Jason,Weaks,Candidate,2,600,11/17/2020,Jason Weaks for Optum,Crystal Diamond ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:37
Jason,Weaks,Candidate,2,700,11/17/2020,Jason Weaks for Optum,Greg Baca ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:37
Jason,Weaks,Candidate,2,1000,11/17/2020,Jason Weaks for Optum,Craig Brandt  ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:36
Jason,Weaks,Candidate,2,500,12/16/2020,The Weaks Law Firm,Raul Torrez,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:29
Jason,Weaks,Candidate,2,600,10/20/2020,The Weaks Law Firm,Cliff Pirtle,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:29
Jason,Weaks,Candidate,2,300,12/21/2020,The Weaks Law Firm,Linda Serrato ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:28
Jason,Weaks,Candidate,2,250,10/16/2020,The Weaks Law Firm,Micaela Lara Cadena,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:28
Jason,Weaks,Candidate,2,200,10/16/2020,The Weaks Law Firm,Christine Trujillo,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:27
Jason,Weaks,Candidate,2,150,10/16/2020,The Weaks Law Firm,Rudy Martinez,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:26
Jason,Weaks,Candidate,2,150,10/16/2020,The Weaks Law Firm,Joy Garrett,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:26
Jason,Weaks,Candidate,2,400,10/12/2020,The Weaks Law Firm,Brenda McKenna,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:23
Jason,Weaks,Candidate,2,500,10/8/2020,The Weaks Law Firm,Jerry Ortiz y Pino,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:23
Jason,Weaks,Candidate,2,250,10/13/2020,The Weaks Law Firm,Gail Armstrong,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:22
Jason,Weaks,Candidate,2,150,10/13/2020,The Weaks Law Firm ,Christine Chandler ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:21
Jason,Weaks,Candidate,2,250,10/13/2020,The Weaks Law Firm,Alonzo Baldonado,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:21
Jason,Weaks,Candidate,2,250,10/13/2020,The Weaks Law Firm,Kelly Fajardo,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:20
Jason,Weaks,Candidate,2,250,10/30/2020,The Weaks Law Firm,Rebecca Dow,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:19
Jason,Weaks,Candidate,2,250,10/27/2020,The Weaks Law Firm,Doreen Gallegos ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:19
Jason,Weaks,Candidate,2,250,10/27/2020,The Weaks Law Firm,Antonio Maestas ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:18
Jason,Weaks,Candidate,2,150,10/27/2020,The Weaks Law Firm,Bill Rehm,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:17
Jason,Weaks,Candidate,2,200,10/27/2020,The Weaks Law Firm,Georgene Louis,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:17
Jason,Weaks,Candidate,2,500,10/20/2020,The Weaks Law Firm,Patricia Lundstrom,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:15
Jason,Weaks,Candidate,2,900,10/20/2020,The Weaks Law Firm - In kind digital billboard ad,Jacob Candelaria ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:14
Jason,Weaks,Candidate,2,400,10/20/2020,The Weaks Law Firm,Candie Sweetser,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:12
Jason,Weaks,Political Contribution,2,1500,10/20/2020,The Weaks Law Firm,NM Senate Democrats,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:10
Charlie,Marquez,Candidate,2,100,12/23/2020,"Broad Spectrum Consulting, LLC.",Re-Elect Karen Bash,NULL,NULL,2021 January Lobbyist Report,1/15/2021 16:05
Carrie Robin,Brunder,Meal and Beverage Expenses,1,54.98,10/15/2019,,Various Legislators and Staff,Discuss Legislative Issues,No individual expenditure in excess of $100,2021 January Lobbyist Report,1/15/2021 15:55
Brittany,Fallon,Candidate,2,50,12/31/2020,Self ,Melanie Stansbury ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 15:47
Drew ,Setter,Political Contribution,2,200,12/30/2020,Drew Setter,New Mexico House Democratic Caucus,NULL,NULL,2021 January Lobbyist Report,1/15/2021 15:09
Peter,Mallery,Candidate,2,500,10/7/2020,self,Katy  Duhigg,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:59
Conroy G.,Chino,Candidate,2,100,10/9/2020,Conroy Chino,Elizabeth Thomson,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:57
Conroy G.,Chino,Candidate,2,10,10/23/2020,Conroy Chino,Melanie Stansbury,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:56
Conroy G.,Chino,Candidate,2,50,10/20/2020,Conroy Chno,Brenda McKenna,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:54
Conroy G.,Chino,Candidate,2,50,10/30/2020,Conroy Chino,Liz Ste,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:54
Conroy G.,Chino,Candidate,2,50,10/30/2020,Conroy Chino,Kristina Ortez,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:53
Conroy G.,Chino,Candidate,2,10,11/23/2020,Conroy Chino,Melanie Stansbury,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:52
Sireesha,Manne,Political Contribution,2,50,12/24/2020,Sireesha Manne,Democratic Party of New Mexico,NULL,NULL,2021 January Lobbyist Report,1/15/2021 13:34
Amerika,Martinez,Candidate,2,1000,10/24/2020,John Stockwell,Siah Correa Hemphill,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:57
Amerika,Martinez,Candidate,2,1000,10/24/2020,John Stockwell,Dayan Hochman Vigil,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:57
Amerika,Martinez,Candidate,2,1000,10/24/2020,John Stockwell,Brenda Mckenna,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:56
Amerika,Martinez,Candidate,2,1000,10/24/2020,John Stockwell,Meredith Dixon,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:56
Amerika,Martinez,Candidate,2,2500,10/24/2020,John Stockwell,Pamela Cordova,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:56
Amerika,Martinez,Candidate,2,1000,10/29/2020,John Stockwell,Peter Wirth ,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:55
Amerika,Martinez,Candidate,2,1000,10/27/2020,John Stockwell,Daniel Ivey-Soto,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:35
Amerika,Martinez,Candidate,2,1000,10/25/2020,John Stockwell,Katy Duhigg,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:35
Mary,Feldblum,Candidate,2,75,10/6/2020,Mary Feldblum,Leah Ahkee-Baczkiewicz,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:29
Mary,Feldblum,Candidate,2,100,11/30/2020,Mary Feldblum,Ben Ray Lujan,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:24
Mary,Feldblum,Candidate,2,50,10/27/2020,Mary Feldblum,Teresa Leger Fernandez,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:23
Mary,Feldblum,Candidate,2,40,10/6/2020,Mary Feldblum,Eliseo Alcon,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:21
Mary,Feldblum,Candidate,2,75,10/6/2020,Mary Feldblum,Paul Baca,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:20
Mary,Feldblum,Candidate,2,75,10/6/2020,Mary Feldblum,William Tallman,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:20
Mary,Feldblum,Candidate,2,75,10/6/2020,Mary Feldblum,Joy Garratt,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:19
Mary,Feldblum,Candidate,2,50,10/6/2020,Mary Feldblum,Brenda McKenna,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:19
Mary,Feldblum,Candidate,2,50,10/6/2020,Mary Feldblum,Gary Tripp,NULL,NULL,2021 January Lobbyist Report,1/15/2021 12:18
Vanessa,Alarid,Entertainment Expenses,1,679.18,11/30/2020,Alarid Consulting ,Albuquerque County Club,policy discussion,"Various legislators, none to exceed $100",2021 January Lobbyist Report,1/15/2021 11:24
Vanessa,Alarid,Candidate,2,1000,11/19/2020,Alarid Consulting ,Katy Duhigg,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:19
Vanessa,Alarid,Candidate,2,500,10/2/2020,Cyrq ,Jacob Candelaria,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:18
Vanessa,Alarid,Candidate,2,500,9/21/2020,Cyrq ,Nathan Small,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:18
Vanessa,Alarid,Candidate,2,250,10/27/2020,Cyrq ,Daniel Ivey Soto,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:17
Vanessa,Alarid,Candidate,2,500,10/27/2020,Cyrq ,Candie Sweetser,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:17
Vanessa,Alarid,Candidate,2,250,12/23/2020,Alarid Consulting ,Linda Serrato,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:13
Vanessa,Alarid,Candidate,2,500,12/30/2020,Alarid Consulting ,Karen Bash,NULL,NULL,2021 January Lobbyist Report,1/15/2021 11:12
Matthew,Jaramillo,Meal and Beverage Expenses,1,217.29,11/30/2020,PNM,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2021 January Lobbyist Report,1/15/2021 11:09
Matthew,Jaramillo,Meal and Beverage Expenses,1,246.05,10/31/2020,PNM,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2021 January Lobbyist Report,1/15/2021 11:08
Timothy,Davis,Public Official,2,50,10/22/2020,Tim Davis personal contribution,Doug Jones,NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:53
Carlos ,Lucero,Meal and Beverage Expenses,1,23.59,12/31/2020,PNM,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2021 January Lobbyist Report,1/15/2021 10:52
Deborah,Gorenz,Candidate,2,1000,10/27/2020,Hospital Services Corporation,"Brandt, C",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:15
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,"Stefanics, E",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:14
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,"Diamond, C",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:13
Deborah,Gorenz,Candidate,2,300,10/27/2020,Hospital Services Corporation,"Griggs, R",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:11
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,Burt W,NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:11
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,"Cervantes, J",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:10
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,"Rodriguez, N",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:09
Deborah,Gorenz,Candidate,2,300,10/27/2020,Hospital Services Corporation,"Sander, S",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:08
Brenda,Boatman,Other Expenses,1,38.11,12/8/2020,Americans For Prosperity,Brenda Boatman,Gift- Book and shipping,Mark Moores,2021 January Lobbyist Report,1/15/2021 10:07
Brenda,Boatman,Other Expenses,1,38.11,12/8/2020,Americans For Prosperity,Brenda Boatman,Gift- Book and shipping,Kelly Fajardo,2021 January Lobbyist Report,1/15/2021 10:06
Brenda,Boatman,Other Expenses,1,38.11,12/8/2020,Americans For Prosperity,Brenda Boatman,Gift- Book and shipping,Zach Cook,2021 January Lobbyist Report,1/15/2021 10:06
Deborah,Gorenz,Candidate,2,250,10/27/2020,Hospital Services Corporation,"Tallman, B",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:06
Deborah,Gorenz,Candidate,2,250,10/27/2020,Hospital Services Corporation,"Padilla, M",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:05
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,"Lopez, L",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:04
Brenda,Boatman,Other Expenses,1,29.99,12/9/2020,Americans For Prosperity,Brenda Boatman,Gift- Book,Gregg Schmedes,2021 January Lobbyist Report,1/15/2021 10:04
Deborah,Gorenz,Candidate,2,250,10/27/2020,Hospital Services Corporation,"Duhigg, K",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:04
Deborah,Gorenz,Candidate,2,300,10/27/2020,Hospital Services Corporation,"Gould, C",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:03
Brenda,Boatman,Other Expenses,1,29.99,12/6/2020,Americans For Prosperity,Brenda Boatman,Gift- Book,Rebecca Dow,2021 January Lobbyist Report,1/15/2021 10:02
Deborah,Gorenz,Candidate,2,500,10/27/2020,Hospital Services Corporation,"Campos, P",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:02
Deborah,Gorenz,Candidate,2,250,10/27/2020,Hospital Services Corporation,"Woods, P",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:01
Brenda,Boatman,Other Expenses,1,29.99,12/5/2020,Americans For Prosperity,Brenda Boatman,Gift- Book,Daymon Ely,2021 January Lobbyist Report,1/15/2021 10:01
Deborah,Gorenz,Candidate,2,200,10/27/2020,Hospital Services Corporation,Jaramillo,NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:01
Deborah,Gorenz,Candidate,2,200,10/27/2020,Hospital Services Corporation,"Pinto, S",NULL,NULL,2021 January Lobbyist Report,1/15/2021 10:00
Deborah,Gorenz,Candidate,2,250,10/27/2020,Hospital Services Corporation,"Sharer, W",NULL,NULL,2021 January Lobbyist Report,1/15/2021 9:59
Brenda,Boatman,Other Expenses,1,29.99,12/5/2020,Americans For Prosperity,Brenda Boatman,Gift- Book,Antonio Maestas,2021 January Lobbyist Report,1/15/2021 9:59
Deborah,Gorenz,Candidate,2,250,10/27/2020,Hospital Services Corporation,"Garcia, H",NULL,NULL,2021 January Lobbyist Report,1/15/2021 9:59
Emily,Walton,Political Contribution,2,5000,10/22/2020,Everytown for Gun Safety Action Fund,NM Senate Majority Leader PAC,NULL,NULL,2021 January Lobbyist Report,1/15/2021 8:17
Emily,Walton,Candidate,2,5000,10/5/2020,Everytown for Gun Safety Action Fund,Harold Pope Jr.,NULL,NULL,2020 October Lobbyist Report,1/15/2021 8:05
Emily,Walton,Candidate,2,5000,10/5/2020,Everytown for Gun Safety Action Fund,Paul Baca,NULL,NULL,2020 October Lobbyist Report,1/15/2021 8:05
Emily,Walton,Candidate,2,5000,10/5/2020,Everytown for Gun Safety Action Fund,Bill Tallman,NULL,NULL,2020 October Lobbyist Report,1/15/2021 8:05
Emily,Walton,Candidate,2,5000,10/5/2020,Everytown for Gun Safety Action Fund,William Soules,NULL,NULL,2020 October Lobbyist Report,1/15/2021 8:04
Emily,Walton,Candidate,2,5000,10/5/2020,Everytown for Gun Safety Action Fund,Siah Correa-Hemphill,NULL,NULL,2020 October Lobbyist Report,1/15/2021 8:04
Emily,Walton,Political Contribution,2,5000,10/5/2020,Everytown for Gun Safety Action Fund,True Blue PAC,NULL,NULL,2020 October Lobbyist Report,1/15/2021 8:04
